# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 15 15:49:49 2019
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%CONFIRMED%')
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [AU]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_tce_plnt_num,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag
159,10925104,K00156.02,Kepler-114 b,CONFIRMED,5.188561757,145.3627160,0.1174,2.36550,3.5360e+02,1.00,0.0484,89.38,587.0,28.04,3,3983.00,4.721,-0.2000,0.5400,0.5600,,294.121430,48.349522,13.738
160,10925104,K00156.03,Kepler-114 d,CONFIRMED,11.776138457,142.7055020,0.4295,2.90210,1.4291e+03,2.05,0.0835,89.38,447.0,9.42,1,3983.00,4.721,-0.2000,0.5400,0.5600,,294.121430,48.349522,13.738
161,6541920,K00157.01,Kepler-11 c,CONFIRMED,13.024928190,138.1762700,0.0416,4.56000,8.0920e+02,2.94,0.1055,89.95,786.0,90.10,2,5657.00,4.364,0.0000,1.0460,0.9210,,297.115110,41.909142,13.709
162,6541920,K00157.02,Kepler-11 d,CONFIRMED,22.687141050,148.4554440,0.0153,5.48350,9.9550e+02,3.26,0.1528,89.95,653.0,42.95,3,5657.00,4.364,0.0000,1.0460,0.9210,,297.115110,41.909142,13.709
163,6541920,K00157.03,Kepler-11 e,CONFIRMED,31.995506240,154.1614940,0.1117,4.13630,1.4107e+03,3.89,0.1921,89.95,582.0,27.17,1,5657.00,4.364,0.0000,1.0460,0.9210,,297.115110,41.909142,13.709
164,6541920,K00157.04,Kepler-11 f,CONFIRMED,46.685802400,225.0421000,0.6989,6.43140,6.0510e+02,2.74,0.2472,88.81,513.0,16.41,5,5657.00,4.364,0.0000,1.0460,0.9210,,297.115110,41.909142,13.709
165,6541920,K00157.05,Kepler-11 g,CONFIRMED,118.378379000,287.2890600,0.1086,9.55520,1.1168e+03,3.46,0.4596,89.95,376.0,4.75,4,5657.00,4.364,0.0000,1.0460,0.9210,,297.115110,41.909142,13.709
166,6541920,K00157.06,Kepler-11 b,CONFIRMED,10.304004970,138.5041700,0.0118,4.21390,3.2020e+02,1.85,0.0903,89.95,849.0,122.98,6,5657.00,4.364,0.0000,1.0460,0.9210,,297.115110,41.909142,13.709
168,8972058,K00159.01,Kepler-115 c,CONFIRMED,8.990888710,136.7389900,0.1376,4.10290,4.6280e+02,2.31,0.0847,89.38,939.0,183.99,1,5977.00,4.375,-0.1000,1.0750,0.9990,,297.711850,45.261921,13.431
169,8972058,K00159.02,Kepler-115 b,CONFIRMED,2.403643296,134.7296300,0.4118,1.32050,8.1600e+01,0.99,0.0351,88.24,1459.0,1071.38,2,5977.00,4.375,-0.1000,1.0750,0.9990,,297.711850,45.261921,13.431
171,5084942,K00161.01,Kepler-475 b,CONFIRMED,3.105508189,133.2104360,0.6442,1.72100,9.1090e+02,2.66,0.0387,86.52,1016.0,251.89,1,4938.00,4.492,0.2600,0.8420,0.8040,,287.051730,40.211552,13.341
172,8107380,K00162.01,Kepler-476 b,CONFIRMED,14.006406070,142.2093170,0.5014,4.68090,7.4410e+02,2.80,0.1151,88.81,767.0,81.73,1,5883.00,4.449,0.0600,1.0050,1.0360,,295.163820,43.963039,13.837
173,6851425,K00163.01,Kepler-477 b,CONFIRMED,11.119906530,139.7529360,0.6024,3.32960,6.3970e+02,1.84,0.0869,88.24,636.0,38.71,1,5074.00,4.595,-0.3800,0.7020,0.7070,,288.067600,42.355370,13.536
175,9527915,K00165.01,Kepler-478 b,CONFIRMED,13.221757600,139.5701570,0.8295,2.90690,9.0400e+02,2.86,0.1005,87.66,667.0,46.69,1,5237.00,4.481,-0.1200,0.8370,0.7740,,292.486940,46.196209,13.938
176,2441495,K00166.01,Kepler-479 b,CONFIRMED,12.493413070,138.4615360,0.0775,2.23820,7.3090e+02,2.01,0.0965,89.95,642.0,40.16,1,5193.00,4.563,-0.2200,0.7580,0.7670,,291.021850,37.769791,13.575
177,11666881,K00167.01,Kepler-480 b,CONFIRMED,4.919583795,134.6027590,0.2930,4.18760,4.2280e+02,2.43,0.0600,88.24,1264.0,603.54,1,6495.00,4.379,-0.1000,1.1680,1.1900,,294.463900,49.765041,13.273
178,11512246,K00168.01,Kepler-23 c,CONFIRMED,10.742427660,133.2863700,0.1274,6.06480,4.1930e+02,3.15,0.0977,89.38,1023.0,259.20,1,5828.00,4.090,-0.0500,1.5480,1.0780,,294.218930,49.479221,13.438
179,11512246,K00168.02,Kepler-23 d,CONFIRMED,15.274382290,147.5810500,0.2081,6.15020,2.1830e+02,2.28,0.1235,89.38,910.0,162.22,2,5828.00,4.090,-0.0500,1.5480,1.0780,,294.218930,49.479221,13.438
180,11512246,K00168.03,Kepler-23 b,CONFIRMED,7.106943850,138.3247300,0.7535,5.26500,1.3150e+02,1.93,0.0742,83.65,1174.0,449.39,3,5828.00,4.090,-0.0500,1.5480,1.0780,,294.218930,49.479221,13.438
183,7831264,K00171.01,Kepler-116 b,CONFIRMED,5.968717469,137.1595570,0.5115,3.65820,5.2790e+02,2.78,0.0684,87.09,1184.0,465.23,1,6484.00,4.377,-0.0800,1.1730,1.1950,,294.742070,43.536831,13.717
184,7831264,K00171.02,Kepler-116 c,CONFIRMED,13.071489000,144.4398400,0.0231,3.05220,2.4460e+02,1.85,0.1153,89.95,912.0,163.73,2,6484.00,4.377,-0.0800,1.1730,1.1950,,294.742070,43.536831,13.717
185,8692861,K00172.01,Kepler-69 b,CONFIRMED,13.722371040,137.8402300,0.2540,5.15460,5.8900e+02,2.28,0.1048,89.38,746.0,73.16,1,5637.00,4.399,-0.3000,0.9430,0.8130,,293.260930,44.868889,13.749
186,8692861,K00172.02,Kepler-69 c,CONFIRMED,242.467120000,150.8663200,0.5830,12.54900,3.1610e+02,1.74,0.7106,89.95,286.0,1.59,2,5637.00,4.399,-0.3000,0.9430,0.8130,,293.260930,44.868889,13.749
187,11402995,K00173.01,Kepler-481 b,CONFIRMED,10.060825670,138.9675200,0.6612,4.57820,4.6890e+02,2.89,0.0891,87.09,946.0,189.36,1,5692.00,4.203,-0.0400,1.2650,0.9310,,291.907040,49.262051,13.844
188,10810838,K00174.01,Kepler-482 b,CONFIRMED,56.354185760,144.8363700,0.5313,3.29000,1.0594e+03,2.20,0.2498,89.95,333.0,2.91,1,4616.00,4.604,-0.2400,0.6680,0.6540,,296.822910,48.107552,13.779
190,6442377,K00176.01,Kepler-483 b,CONFIRMED,30.229104000,134.5203800,0.4901,6.46580,4.3900e+02,2.35,0.1967,89.38,679.0,50.37,1,6543.00,4.408,-0.3400,1.0900,1.1090,,291.646760,41.884659,13.432
193,9663113,K00179.01,Kepler-458 c,CONFIRMED,20.740284130,142.7994400,0.3588,10.38530,1.0426e+03,3.29,0.1460,88.81,702.0,57.49,1,6065.00,4.417,-0.2800,1.0060,0.9650,,297.045410,46.328701,13.955
194,9573539,K00180.01,Kepler-484 b,CONFIRMED,10.045569313,129.0932730,0.0740,3.19860,6.7390e+02,2.28,0.0913,89.95,782.0,88.61,1,5691.00,4.544,0.0700,0.8870,1.0030,,284.394290,46.249081,13.024
197,9651668,K00183.01,Kepler-423 b,CONFIRMED,2.684328485,133.3548211,0.0987,2.68062,1.8715e+04,12.43,0.0378,89.38,1291.0,655.98,1,5970.00,4.521,-0.1800,0.9080,0.9960,,292.855740,46.391178,14.290
200,12019440,K00186.01,Kepler-485 b,CONFIRMED,3.243259796,133.6690442,0.0013,3.03598,1.7512e+04,13.63,0.0443,89.95,1299.0,672.53,1,6109.00,4.455,0.0000,1.0290,1.0990,,294.996310,50.470058,14.952
202,5357901,K00188.01,Kepler-425 b,CONFIRMED,3.797018335,133.5087526,0.3321,2.26484,1.5088e+04,9.94,0.0465,88.81,972.0,211.29,1,5262.00,4.583,0.2100,0.8160,0.9300,,290.358030,40.567741,14.741
203,11391018,K00189.01,Kepler-486 b,CONFIRMED,30.360446671,148.0915280,0.3216,6.01930,2.2565e+04,11.31,0.1725,89.38,459.0,10.47,1,4939.00,4.541,-0.0600,0.7650,0.7400,,284.879970,49.266991,14.388
205,5972334,K00191.01,Kepler-487 b,CONFIRMED,15.358768403,132.3851030,0.5156,4.14520,1.6056e+04,11.31,0.1170,88.81,686.0,52.24,1,5700.00,4.515,-0.1800,0.8700,0.9030,,295.287230,41.221958,14.991
208,5972334,K00191.04,Kepler-487 c,CONFIRMED,38.651997600,164.0491900,0.9051,6.33600,6.3200e+02,2.62,0.2164,87.66,504.0,15.27,4,5700.00,4.515,-0.1800,0.8700,0.9030,,295.287230,41.221958,14.991
209,7950644,K00192.01,Kepler-427 b,CONFIRMED,10.290993755,137.0220590,0.1818,4.28821,9.9481e+03,9.83,0.0935,89.38,884.0,144.34,1,6190.00,4.468,-0.2400,0.9800,1.0240,,288.254580,43.704868,14.221
211,10904857,K00194.01,Kepler-488 b,CONFIRMED,3.120829229,139.4662720,0.7783,2.17990,1.7379e+04,14.51,0.0428,84.80,1303.0,680.79,1,6122.00,4.471,-0.1000,0.9960,1.0700,,282.966160,48.345070,14.804
212,11502867,K00195.01,Kepler-426 b,CONFIRMED,3.217518593,133.6320261,0.6387,2.12039,1.5070e+04,11.68,0.0420,86.52,1200.0,489.84,1,5866.00,4.507,-0.1800,0.9030,0.9560,,289.434630,49.473400,14.835
213,9410930,K00196.01,Kepler-41 b,CONFIRMED,1.855557540,137.1810335,0.5375,2.35541,1.1037e+04,10.24,0.0286,84.80,1436.0,1004.89,1,5657.00,4.441,-0.0800,0.9470,0.9030,,294.513240,45.981640,14.465
214,2987027,K00197.01,Kepler-489 b,CONFIRMED,17.276296119,133.8392460,0.0127,3.94332,1.0908e+04,8.34,0.1202,89.95,587.0,27.98,1,5085.00,4.498,0.0000,0.8220,0.7750,,290.833130,38.184349,14.018
216,10019708,K00199.01,Kepler-490 b,CONFIRMED,3.268695154,137.4817067,0.0509,3.45315,1.0602e+04,12.13,0.0464,89.38,1422.0,967.13,1,6418.00,4.395,0.0700,1.1710,1.2410,,295.025670,46.956001,14.879
218,6046540,K00200.01,Kepler-74 b,CONFIRMED,7.340714746,134.3457121,0.5537,2.99360,8.6795e+03,14.41,0.0801,88.24,1155.0,421.03,1,6056.00,4.191,0.3600,1.4980,1.2680,,293.092530,41.355518,14.412
219,6849046,K00201.01,Kepler-491 b,CONFIRMED,4.225384512,137.5606743,0.0150,2.81829,7.7964e+03,9.16,0.0524,89.95,1118.0,369.43,1,5649.00,4.421,0.4800,1.0550,1.0710,,287.130580,42.350151,14.014
220,7877496,K00202.01,Kepler-412 b,CONFIRMED,1.720861324,133.0209957,0.7417,2.03459,1.0541e+04,12.53,0.0297,81.93,1681.0,1887.96,1,6195.00,4.407,0.1200,1.1240,1.1780,,286.110320,43.680962,14.309
221,10619192,K00203.01,Kepler-17 b,CONFIRMED,1.485710952,132.7935604,0.0046,2.28730,2.1802e+04,14.80,0.0257,89.95,1561.0,1404.81,1,5624.00,4.432,0.3000,1.0180,1.0210,,298.395260,47.815010,14.141
222,9305831,K00204.01,Kepler-44 b,CONFIRMED,3.246732651,133.3790390,0.4476,3.05090,7.4141e+03,12.71,0.0442,86.52,1460.0,1072.70,1,5763.00,4.150,0.2600,1.4570,1.0930,,300.102360,45.762138,14.678
223,7046804,K00205.01,Kepler-492 b,CONFIRMED,11.720122660,142.1740980,0.6013,2.99650,1.0372e+04,8.14,0.0935,88.81,660.0,44.89,1,5215.00,4.564,-0.1600,0.7700,0.7920,,295.496670,42.537891,14.518
224,5728139,K00206.01,Kepler-433 b,CONFIRMED,5.334083460,131.9815210,0.0162,6.25211,5.1061e+03,7.93,0.0600,89.95,1149.0,412.27,1,6057.00,4.352,-0.1200,1.1100,1.0090,,297.593660,40.977268,14.463
225,3762468,K00208.01,Kepler-493 b,CONFIRMED,3.003876581,134.7112710,0.0570,3.25850,9.5322e+03,11.42,0.0439,89.38,1433.0,995.65,1,6299.00,4.401,0.2100,1.1670,1.2490,,295.307530,38.881641,14.996
226,10723750,K00209.01,Kepler-117 c,CONFIRMED,50.790346190,135.6324700,0.2044,10.87700,5.8902e+03,9.16,0.2858,89.95,580.0,26.80,1,6466.00,4.373,-0.0400,1.1830,1.2050,,288.793030,48.040230,14.274
227,10723750,K00209.02,Kepler-117 b,CONFIRMED,18.795900480,145.8223400,0.4557,7.26960,2.4838e+03,6.04,0.1473,88.81,808.0,100.91,2,6466.00,4.373,-0.0400,1.1830,1.2050,,288.793030,48.040230,14.274
232,11046458,K00214.01,Kepler-424 b,CONFIRMED,3.311864499,131.7426698,0.8976,1.39440,6.2064e+03,9.13,0.0419,85.37,1158.0,424.48,1,5523.00,4.437,0.0200,0.9460,0.8920,,298.624880,48.577450,14.256
234,6152974,K00216.01,Kepler-118 c,CONFIRMED,20.172023866,141.2092540,0.0004,3.12590,5.6764e+03,7.19,0.1380,89.95,619.0,34.80,1,5275.00,4.392,0.2000,0.9780,0.8600,,299.213170,41.424831,14.711
235,6152974,K00216.02,Kepler-118 b,CONFIRMED,7.518494790,132.5358300,0.2967,2.90300,3.0020e+02,1.67,0.0715,89.38,861.0,129.65,2,5275.00,4.392,0.2000,0.9780,0.8600,,299.213170,41.424831,14.711
236,9595827,K00217.01,Kepler-71 b,CONFIRMED,3.905081985,133.4149506,0.0053,2.85516,2.2670e+04,13.14,0.0485,89.95,1046.0,282.59,1,5543.00,4.540,0.2100,0.8870,0.9970,,294.865510,46.285851,15.127
238,6305192,K00219.01,Kepler-494 b,CONFIRMED,8.025118213,132.4691250,0.2240,5.31890,3.2479e+03,4.02,0.0720,88.81,760.0,79.04,1,5513.00,4.630,-0.5800,0.7040,0.7700,,297.214080,41.664040,14.153
239,7132798,K00220.01,Kepler-119 b,CONFIRMED,2.422084448,132.9401110,0.1065,2.56327,1.9156e+03,3.60,0.0343,89.38,1214.0,513.44,1,5588.00,4.559,-0.1000,0.8320,0.9140,,295.946410,42.658920,14.236
240,7132798,K00220.02,Kepler-119 c,CONFIRMED,4.125120930,133.6385600,0.2276,2.87700,1.1910e+02,0.90,0.0489,88.81,1017.0,252.62,2,5588.00,4.559,-0.1000,0.8320,0.9140,,295.946410,42.658920,14.236
241,3937519,K00221.01,Kepler-495 b,CONFIRMED,3.413036221,132.4430880,0.0139,2.60753,4.1757e+03,4.55,0.0406,89.95,986.0,223.72,1,5332.00,4.614,-0.4200,0.7140,0.7660,,285.930690,39.098141,14.622
243,4249725,K00222.01,Kepler-120 b,CONFIRMED,6.312503728,132.6550300,0.1227,2.74760,1.3713e+03,2.06,0.0561,89.38,576.0,26.01,1,4096.00,4.697,-0.1700,0.5700,0.5900,,287.891630,39.339130,14.735
244,4249725,K00222.02,Kepler-120 c,CONFIRMED,12.794550620,130.7666300,0.1120,3.40510,8.7000e+02,1.64,0.0898,89.95,455.0,10.15,2,4096.00,4.697,-0.1700,0.5700,0.5900,,287.891630,39.339130,14.735
245,4545187,K00223.01,Kepler-121 b,CONFIRMED,3.177414418,134.4787320,0.0490,1.46360,1.2074e+03,2.47,0.0389,89.95,1008.0,244.18,1,5316.00,4.613,-0.3800,0.7190,0.7740,,286.162050,39.678001,14.708
246,4545187,K00223.02,Kepler-121 c,CONFIRMED,41.008118300,147.0341000,0.8598,4.38600,1.0438e+03,2.69,0.2138,88.81,430.0,8.08,2,5316.00,4.613,-0.3800,0.7190,0.7740,,286.162050,39.678001,14.708
249,5959753,K00226.01,Kepler-496 b,CONFIRMED,8.308649370,138.1088900,0.0993,3.22100,8.6240e+02,1.97,0.0732,89.95,700.0,56.78,1,5188.00,4.645,-0.4000,0.6850,0.7610,,291.640900,41.241039,14.817
251,3847907,K00229.01,Kepler-497 b,CONFIRMED,3.573203671,134.9342570,0.1220,2.88370,3.1199e+03,5.95,0.0457,89.38,1211.0,507.91,1,5646.00,4.370,0.2200,1.0800,0.9960,,290.765870,38.927959,14.720
254,4833421,K00232.01,Kepler-122 c,CONFIRMED,12.465995556,134.0041490,0.4116,5.04830,2.3236e+03,4.66,0.1063,88.81,804.0,98.96,1,6103.00,4.496,-0.2000,0.9490,1.0280,,291.111880,39.949108,14.247
255,4833421,K00232.02,Kepler-122 b,CONFIRMED,5.766166580,134.0171700,0.0659,3.85650,3.7290e+02,1.84,0.0636,89.95,1040.0,276.44,2,6103.00,4.496,-0.2000,0.9490,1.0280,,291.111880,39.949108,14.247
256,4833421,K00232.03,Kepler-122 d,CONFIRMED,21.587887500,142.9568000,0.0269,4.42600,2.5400e+02,1.52,0.1533,89.95,670.0,47.58,4,6103.00,4.496,-0.2000,0.9490,1.0280,,291.111880,39.949108,14.247
257,4833421,K00232.04,Kepler-122 e,CONFIRMED,37.996398100,162.9768400,0.9436,7.23100,2.6730e+02,1.93,0.2235,86.52,555.0,22.39,3,6103.00,4.496,-0.2000,0.9490,1.0280,,291.111880,39.949108,14.247
258,4833421,K00232.05,Kepler-122 f,CONFIRMED,56.258788500,164.2239100,0.3786,8.29500,3.5410e+02,1.81,0.2903,89.38,487.0,13.27,5,6103.00,4.496,-0.2000,0.9490,1.0280,,291.111880,39.949108,14.247
260,8491277,K00234.01,Kepler-498 b,CONFIRMED,9.613753560,132.1850900,0.7605,4.73050,8.2160e+02,3.46,0.0897,85.94,931.0,177.26,1,5997.00,4.364,0.0200,1.1100,1.0370,,290.358150,44.518749,14.283
261,8107225,K00235.01,Kepler-499 b,CONFIRMED,5.632528453,133.8179420,0.5509,2.15300,6.5390e+02,2.10,0.0598,88.24,841.0,118.31,1,5210.00,4.583,0.1400,0.8010,0.8950,,295.109950,43.915211,14.353
263,8041216,K00237.01,Kepler-500 b,CONFIRMED,8.508324398,134.7866140,0.0023,3.50330,6.5210e+02,2.57,0.0846,89.95,906.0,159.10,1,5934.00,4.474,0.2100,1.0130,1.1160,,295.951350,43.852051,14.176
264,7219825,K00238.01,Kepler-123 b,CONFIRMED,17.232316860,135.0923800,0.2035,4.53180,5.2230e+02,2.51,0.1312,89.38,774.0,85.06,1,6086.00,4.367,-0.1400,1.0920,1.0120,,296.998630,42.781960,14.061
265,7219825,K00238.02,Kepler-123 c,CONFIRMED,26.695165900,144.0001900,0.2452,4.50500,1.4130e+02,1.31,0.1756,89.95,669.0,47.48,2,6086.00,4.367,-0.1400,1.0920,1.0120,,296.998630,42.781960,14.061
266,6383785,K00239.01,Kepler-501 b,CONFIRMED,5.640677572,138.5561940,0.6838,2.90160,1.5290e+03,4.11,0.0632,86.52,1085.0,327.41,1,6217.00,4.472,-0.2200,0.9890,1.0560,,297.201540,41.730209,14.762
268,8026752,K00240.01,Kepler-502 b,CONFIRMED,4.286864310,138.6154660,0.6719,4.42310,1.3873e+03,4.07,0.0532,83.65,1209.0,504.73,1,6225.00,4.450,-0.1200,1.0310,1.0910,,291.080140,43.860199,14.982
269,11288051,K00241.01,Kepler-124 c,CONFIRMED,13.821393060,131.7938900,0.8474,3.75590,8.5150e+02,2.20,0.1012,87.09,584.0,27.50,1,5196.00,4.662,-0.5400,0.6570,0.7240,,286.752780,49.064911,14.139
270,11288051,K00241.02,Kepler-124 d,CONFIRMED,30.950760800,153.8372500,0.5985,4.18200,3.4120e+02,1.26,0.1733,89.38,446.0,9.38,2,5196.00,4.662,-0.5400,0.6570,0.7240,,286.752780,49.064911,14.139
271,11288051,K00241.03,Kepler-124 b,CONFIRMED,3.410454240,131.5804900,0.1525,2.34520,1.5330e+02,0.80,0.0398,89.38,931.0,177.77,3,5196.00,4.662,-0.5400,0.6570,0.7240,,286.752780,49.064911,14.139
274,4349452,K00244.01,Kepler-25 c,CONFIRMED,12.720374354,178.5280160,0.1062,2.59373,1.1763e+03,4.51,0.1130,89.95,941.0,185.61,1,6270.00,4.279,-0.0400,1.3090,1.1870,,286.638400,39.487881,10.734
275,4349452,K00244.02,Kepler-25 b,CONFIRMED,6.238534771,171.7061380,0.0053,3.54393,4.0280e+02,2.64,0.0703,89.95,1193.0,479.56,2,6270.00,4.279,-0.0400,1.3090,1.1870,,286.638400,39.487881,10.734
276,8478994,K00245.01,Kepler-37 d,CONFIRMED,39.792237920,175.2501310,0.0269,4.44740,6.0440e+02,1.88,0.2121,89.95,456.0,10.21,1,5417.00,4.567,-0.3200,0.7720,0.8030,,284.059540,44.518215,9.705
277,8478994,K00245.02,Kepler-37 c,CONFIRMED,21.301991090,191.8392400,0.0797,3.81310,8.5400e+01,0.71,0.1398,89.95,562.0,23.50,2,5417.00,4.567,-0.3200,0.7720,0.8030,,284.059540,44.518215,9.705
278,11295426,K00246.01,Kepler-68 A b,CONFIRMED,5.398753927,173.8585610,0.0230,3.43422,3.4580e+02,2.29,0.0618,89.95,1146.0,407.74,1,5793.00,4.282,0.1200,1.2430,1.0790,,291.032320,49.040272,9.997
279,11295426,K00246.02,Kepler-68 A c,CONFIRMED,9.605038670,136.3809400,0.0678,3.00450,5.5800e+01,0.92,0.0907,89.95,946.0,189.30,2,5793.00,4.282,0.1200,1.2430,1.0790,,291.032320,49.040272,9.997
281,5364071,K00248.01,Kepler-49 b,CONFIRMED,7.203850636,170.2867260,0.1660,2.55560,1.9347e+03,2.23,0.0595,89.38,493.0,13.94,1,3816.00,4.755,-0.0500,0.5100,0.5400,,292.294590,40.591789,15.264
282,5364071,K00248.02,Kepler-49 c,CONFIRMED,10.912748070,169.8523600,0.9458,2.80010,1.5793e+03,2.63,0.0784,85.94,429.0,8.03,3,3816.00,4.755,-0.0500,0.5100,0.5400,,292.294590,40.591789,15.264
283,5364071,K00248.03,Kepler-49 d,CONFIRMED,2.576569689,172.1271780,0.0800,1.57870,9.2400e+02,1.54,0.0300,89.38,694.0,54.85,2,3816.00,4.755,-0.0500,0.5100,0.5400,,292.294590,40.591789,15.264
284,5364071,K00248.04,Kepler-49 e,CONFIRMED,18.596043100,141.2656000,0.0073,2.37000,6.6040e+02,1.30,0.1119,89.95,359.0,3.94,4,3816.00,4.755,-0.0500,0.5100,0.5400,,292.294590,40.591789,15.264
285,9390653,K00249.01,Kepler-504 b,CONFIRMED,9.549275422,175.7572090,0.7831,1.77220,1.8820e+03,1.82,0.0641,88.24,372.0,4.55,1,3514.00,4.887,-0.1000,0.3700,0.3850,,284.921840,45.972401,14.486
286,9757613,K00250.01,Kepler-26 b,CONFIRMED,12.282999719,170.3980180,0.3608,2.79710,3.0609e+03,2.89,0.0854,89.38,427.0,7.87,1,3887.00,4.730,-0.0800,0.5300,0.5500,,284.940980,46.566540,15.473
287,9757613,K00250.02,Kepler-26 c,CONFIRMED,17.251200110,149.8871980,0.7937,2.09660,2.2470e+03,2.82,0.1071,88.81,381.0,5.00,2,3887.00,4.730,-0.0800,0.5300,0.5500,,284.940980,46.566540,15.473
288,9757613,K00250.03,Kepler-26 d,CONFIRMED,3.543917895,136.2604300,0.0200,1.91110,5.7530e+02,1.23,0.0373,89.95,646.0,41.25,4,3887.00,4.730,-0.0800,0.5300,0.5500,,284.940980,46.566540,15.473
289,9757613,K00250.04,Kepler-26 e,CONFIRMED,46.827714000,136.7436800,0.1620,1.90230,1.6846e+03,2.11,0.2085,89.95,273.0,1.32,3,3887.00,4.730,-0.0800,0.5300,0.5500,,284.940980,46.566540,15.473
290,10489206,K00251.01,Kepler-125 b,CONFIRMED,4.164383815,171.0881830,0.5766,1.84280,2.5291e+03,2.71,0.0413,87.66,596.0,29.90,1,3810.00,4.738,-0.0200,0.5200,0.5400,,298.258120,47.604939,14.752
291,10489206,K00251.02,Kepler-125 c,CONFIRMED,5.774422090,132.9643700,0.2953,1.81900,2.6530e+02,0.85,0.0513,89.38,535.0,19.38,2,3810.00,4.738,-0.0200,0.5200,0.5400,,298.258120,47.604939,14.752
295,5794240,K00254.01,Kepler-45 b,CONFIRMED,2.455240620,170.8217486,0.2942,1.74417,4.0522e+04,11.03,0.0294,88.81,730.0,67.18,1,3820.00,4.705,0.1200,0.5520,0.5630,,292.872890,41.064270,15.979
296,7021681,K00255.01,Kepler-505 b,CONFIRMED,27.521979940,189.8235470,0.1244,4.07040,2.5008e+03,2.51,0.1444,89.95,313.0,2.26,1,3770.00,4.747,0.0200,0.5100,0.5300,,287.858120,42.542629,15.108
299,5514383,K00257.01,Kepler-506 b,CONFIRMED,6.883405500,172.6626030,0.1459,2.06510,5.0340e+02,2.67,0.0749,89.95,1086.0,329.27,1,6184.00,4.360,0.1200,1.1880,1.1800,,284.635190,40.719830,10.868
302,8292840,K00260.01,Kepler-126 b,CONFIRMED,10.495677520,172.7919800,0.6919,4.79040,1.1310e+02,1.54,0.0994,86.52,1017.0,253.10,2,6239.00,4.247,-0.1400,1.3580,1.1880,,289.347320,44.208511,10.500
303,8292840,K00260.02,Kepler-126 d,CONFIRMED,100.282869300,245.0456100,0.0340,10.72490,3.2870e+02,2.47,0.4477,89.95,479.0,12.48,1,6239.00,4.247,-0.1400,1.3580,1.1880,,289.347320,44.208511,10.500
304,8292840,K00260.03,Kepler-126 c,CONFIRMED,21.869676170,140.2947200,0.7189,5.46260,1.1520e+02,1.56,0.1622,88.24,796.0,95.05,3,6239.00,4.247,-0.1400,1.3580,1.1880,,289.347320,44.208511,10.500
305,5383248,K00261.01,Kepler-96 b,CONFIRMED,16.238467767,171.0204440,0.0755,3.81700,6.4330e+02,2.27,0.1257,89.95,682.0,51.06,1,5763.00,4.527,0.0200,0.9040,1.0020,,297.069610,40.525131,10.297
306,11807274,K00262.01,Kepler-50 b,CONFIRMED,7.812858400,172.6149300,0.3359,3.85500,9.2000e+01,1.54,0.0832,88.81,1198.0,487.11,2,6225.00,4.138,0.0000,1.5840,1.2590,,288.100860,50.033718,10.421
307,11807274,K00262.02,Kepler-50 c,CONFIRMED,9.376643250,136.9525600,0.5929,2.24880,1.2120e+02,1.82,0.0940,88.81,1127.0,381.61,1,6225.00,4.138,0.0000,1.5840,1.2590,,288.100860,50.033718,10.421
310,12024120,K00265.01,Kepler-507 b,CONFIRMED,3.568096926,169.7435800,0.1585,3.24550,1.0110e+02,1.22,0.0475,88.81,1345.0,774.71,1,6036.00,4.321,0.1200,1.2130,1.1270,,297.018830,50.408981,11.994
311,7375348,K00266.01,Kepler-508 b,CONFIRMED,25.308897480,171.5063600,0.7101,5.68290,1.5540e+02,2.36,0.1827,88.24,862.0,130.61,1,6283.00,4.046,-0.0600,1.7680,1.2690,,295.404330,42.981422,11.472
